2010-07-28T00:00:00.000-04:00,2010-12-03T00:00:00.000-05:00,302.5641025641026
2010-08-24T00:00:00.000-04:00,2010-12-31T00:00:00.000-05:00,306.7164179104478
2010-09-15T00:00:00.000-04:00,2011-01-24T00:00:00.000-05:00,333.5664335664336
2010-09-16T00:00:00.000-04:00,2011-01-25T00:00:00.000-05:00,337.49999999999994
2010-09-17T00:00:00.000-04:00,2011-01-26T00:00:00.000-05:00,361.53846153846155
2010-09-20T00:00:00.000-04:00,2011-01-27T00:00:00.000-05:00,388.81118881118886
2010-09-21T00:00:00.000-04:00,2011-01-28T00:00:00.000-05:00,378.72340425531917
2010-09-22T00:00:00.000-04:00,2011-01-31T00:00:00.000-05:00,402.85714285714295
2010-09-23T00:00:00.000-04:00,2011-02-01T00:00:00.000-05:00,363.94557823129253
2010-09-24T00:00:00.000-04:00,2011-02-02T00:00:00.000-05:00,360.41666666666663
2010-09-27T00:00:00.000-04:00,2011-02-03T00:00:00.000-05:00,356.8493150684932
2010-09-28T00:00:00.000-04:00,2011-02-04T00:00:00.000-05:00,403.6231884057972
2010-09-29T00:00:00.000-04:00,2011-02-07T00:00:00.000-05:00,399.290780141844
2010-09-30T00:00:00.000-04:00,2011-02-08T00:00:00.000-05:00,398.5507246376812
2010-10-01T00:00:00.000-04:00,2011-02-09T00:00:00.000-05:00,368.30985915492965
2010-10-04T00:00:00.000-04:00,2011-02-10T00:00:00.000-05:00,348.2758620689655
2010-10-05T00:00:00.000-04:00,2011-02-11T00:00:00.000-05:00,339.3333333333333
2010-10-06T00:00:00.000-04:00,2011-02-14T00:00:00.000-05:00,361.1842105263158
2010-10-07T00:00:00.000-04:00,2011-02-15T00:00:00.000-05:00,348.68421052631584
2010-10-08T00:00:00.000-04:00,2011-02-16T00:00:00.000-05:00,360.78431372549016
2010-10-19T00:00:00.000-04:00,2011-02-28T00:00:00.000-05:00,301.2345679012345
