2011-08-22T00:00:00.000-04:00,2011-12-29T00:00:00.000-05:00,317.6470501730146
2011-08-23T00:00:00.000-04:00,2011-12-30T00:00:00.000-05:00,353.6231573199088
2011-08-24T00:00:00.000-04:00,2012-01-03T00:00:00.000-05:00,346.37678470911027
2011-08-25T00:00:00.000-04:00,2012-01-04T00:00:00.000-05:00,320.83331250001163
2011-08-26T00:00:00.000-04:00,2012-01-05T00:00:00.000-05:00,337.6811182524918
2011-09-08T00:00:00.000-04:00,2012-01-18T00:00:00.000-05:00,321.27660645842235
2011-09-09T00:00:00.000-04:00,2012-01-19T00:00:00.000-05:00,346.59093336775754
2011-09-12T00:00:00.000-04:00,2012-01-20T00:00:00.000-05:00,353.48838597439413
2011-09-13T00:00:00.000-04:00,2012-01-23T00:00:00.000-05:00,328.5714526425849
2011-09-19T00:00:00.000-04:00,2012-01-27T00:00:00.000-05:00,325.2873427577472
2011-09-20T00:00:00.000-04:00,2012-01-30T00:00:00.000-05:00,328.73562443299835
2011-09-21T00:00:00.000-04:00,2012-01-31T00:00:00.000-05:00,356.24999687500156
2011-09-22T00:00:00.000-04:00,2012-02-01T00:00:00.000-05:00,388.1579350184496
2011-09-23T00:00:00.000-04:00,2012-02-02T00:00:00.000-05:00,379.9999850000074
2011-09-26T00:00:00.000-04:00,2012-02-03T00:00:00.000-05:00,383.5442952518336
2011-09-27T00:00:00.000-04:00,2012-02-06T00:00:00.000-05:00,345.12195359904706
2011-09-28T00:00:00.000-04:00,2012-02-07T00:00:00.000-05:00,363.1579196675791
2011-09-29T00:00:00.000-04:00,2012-02-08T00:00:00.000-05:00,394.73688827329465
2011-09-30T00:00:00.000-04:00,2012-02-09T00:00:00.000-05:00,446.05266401198946
2011-10-03T00:00:00.000-04:00,2012-02-10T00:00:00.000-05:00,469.99971904775276
2011-10-04T00:00:00.000-04:00,2012-02-13T00:00:00.000-05:00,534.8255548131567
2011-10-05T00:00:00.000-04:00,2012-02-14T00:00:00.000-05:00,472.38067029491884
2011-10-06T00:00:00.000-04:00,2012-02-15T00:00:00.000-05:00,457.74623579988935
2011-10-07T00:00:00.000-04:00,2012-02-16T00:00:00.000-05:00,431.45514016190594
2011-10-10T00:00:00.000-04:00,2012-02-17T00:00:00.000-05:00,449.7581547295721
2011-10-11T00:00:00.000-04:00,2012-02-21T00:00:00.000-05:00,450.475928344796
2011-10-12T00:00:00.000-04:00,2012-02-22T00:00:00.000-05:00,399.08654836230664
2011-10-13T00:00:00.000-04:00,2012-02-23T00:00:00.000-05:00,412.4997060186819
2011-10-14T00:00:00.000-04:00,2012-02-24T00:00:00.000-05:00,382.68374059719105
2011-10-17T00:00:00.000-04:00,2012-02-27T00:00:00.000-05:00,381.24976770844944
2011-10-18T00:00:00.000-04:00,2012-02-28T00:00:00.000-05:00,401.28181130847287
2011-10-19T00:00:00.000-04:00,2012-02-29T00:00:00.000-05:00,382.01734999239034
2011-10-20T00:00:00.000-04:00,2012-03-01T00:00:00.000-05:00,392.88864379272326
2011-10-21T00:00:00.000-04:00,2012-03-02T00:00:00.000-05:00,395.49523666924136
2011-10-24T00:00:00.000-04:00,2012-03-05T00:00:00.000-05:00,360.25616568059877
2011-10-25T00:00:00.000-04:00,2012-03-06T00:00:00.000-05:00,301.56845416386466
2011-10-31T00:00:00.000-04:00,2012-03-12T00:00:00.000-04:00,306.5038748761586
2011-11-01T00:00:00.000-04:00,2012-03-13T00:00:00.000-04:00,349.1450688144946
2011-11-04T00:00:00.000-04:00,2012-03-16T00:00:00.000-04:00,332.0510604866356
