2016-03-15T00:00:00.000-04:00
book window,-0.59864
social distribution,0.323333
menu,0.405031
text-to-speech recitation feature,0.457348
iBooks,0.208623
different devices,0.560656
note text,-0.459226
Add Note option,0.423701
electronic Post-It-style note,0.632486
iOS versions,0.560656
title bar,-0.59864
contextual menu,0.489912
notes panel,-0.0404708
margin note,0.299848
passage,0.576822
notepad icon,-0.59864
View menu,0.383177
margin notes,0.208623
