Date,Open,High,Low,Close,Volume,Adj Close
2016-03-01,61.48,62.77,61.48,62.66,29200,62.66
2016-02-29,61.919998,61.919998,60.84,60.860001,44800,60.860001
2016-02-26,62.209999,62.779999,61.279999,61.549999,53800,61.549999
2016-02-25,61.650002,62.400002,61.650002,61.939999,48100,61.939999
2016-02-24,60.57,61.970001,60.34,61.939999,67300,61.939999
2016-02-23,61.82,62.389999,61.34,61.650002,44900,61.650002
2016-02-22,62.389999,63.009998,62.330002,62.509998,26500,62.509998
2016-02-19,61.77,62.099998,61.540001,61.91,47600,61.91
2016-02-18,61.709999,62.360001,61.450001,62.029999,34000,62.029999
2016-02-17,61.560001,62.130001,61.509998,61.700001,48700,61.700001
2016-02-16,62.330002,62.330002,61.049999,61.240002,34300,61.240002
2016-02-12,60.93,61.82,60.740002,61.82,42400,61.82
2016-02-11,59.84,60.740002,59.639999,60.130001,32600,60.130001
2016-02-10,61.040001,61.34,60.490002,60.619999,26200,60.619999
2016-02-09,60.66,61.130001,59.93,60.810001,29100,60.810001
2016-02-08,60.610001,61.939999,60.41,61.599998,57100,61.599998
2016-02-05,61.310001,61.560001,60.790001,61.41,36200,61.41
2016-02-04,61.080002,61.98,61.060001,61.799999,83100,61.799999
2016-02-03,60.540001,61.18,59.779999,61.18,89000,61.18
2016-02-02,61.110001,61.34,60.099998,60.279999,50600,60.279999
2016-02-01,61.380001,62.110001,61.07,61.799999,79400,61.799999
2016-01-29,60.630001,62.48,60.150002,62.459999,115000,62.459999
2016-01-28,59.529999,60.709999,59.48,60.470001,62300,60.470001
2016-01-27,58.959999,59.380001,58.330002,59.130001,115100,59.130001
2016-01-26,57.939999,58.900002,57.91,58.799999,48700,58.799999
2016-01-25,58.43,58.52,57.82,57.919998,62700,57.919998
2016-01-22,58.25,59.279999,58.080002,59.279999,68200,59.279999
2016-01-21,56.849998,57.52,56.509998,56.740002,40000,56.740002
2016-01-20,56.50,57.389999,56.240002,57.110001,50700,57.110001
2016-01-19,57.150002,57.490002,56.470001,56.959999,51700,56.959999
2016-01-15,56.389999,57.200001,56.209999,56.27,27500,56.27
2016-01-14,57.720001,58.23,57.00,57.77,21000,57.77
2016-01-13,58.02,58.09,57.52,57.860001,37200,57.860001
2016-01-12,57.09,57.900002,56.93,57.779999,28000,57.779999
2016-01-11,57.310001,57.48,56.900002,56.93,26800,56.93
2016-01-08,58.27,58.599998,56.939999,57.080002,72800,57.080002
2016-01-07,57.470001,58.02,57.16,57.700001,55200,57.700001
2016-01-06,58.689999,59.389999,58.450001,58.75,45800,58.75
2016-01-05,58.77,59.139999,58.369999,59.080002,67400,59.080002
2016-01-04,57.580002,59.139999,57.580002,58.50,94000,58.50
2015-12-31,59.240002,60.25,59.240002,59.41,26500,59.41
2015-12-30,60.48,60.93,59.599998,59.66,20400,59.66
2015-12-29,60.439999,60.779999,60.150002,60.610001,41400,60.610001
2015-12-28,60.169998,60.220001,59.57,59.970001,84200,59.970001
2015-12-24,59.869999,60.970001,59.869999,60.580002,42200,60.580002
2015-12-23,59.439999,60.209999,59.029999,60.139999,27700,60.139999
2015-12-22,59.060001,59.169998,58.50,58.919998,93500,58.919998
2015-12-21,58.669998,59.400002,58.549999,58.98,132200,58.98
2015-12-18,58.91,59.650002,57.880001,58.279999,69500,58.279999
2015-12-17,59.650002,60.009998,58.759998,58.849998,66800,58.849998
2015-12-16,58.66,59.650002,58.549999,59.41,48000,59.41
2015-12-15,57.75,58.669998,57.75,58.380001,28900,58.380001
2015-12-14,58.139999,58.139999,57.189999,57.48,53100,57.48
2015-12-11,58.880001,59.099998,58.110001,58.41,70400,58.41
2015-12-10,59.200001,60.080002,59.009998,59.32,97300,59.32
2015-12-09,57.689999,59.540001,57.689999,59.169998,97200,59.169998
2015-12-08,58.900002,58.900002,57.32,57.68,50400,57.68
2015-12-07,59.580002,59.580002,59.080002,59.259998,47500,59.259998
2015-12-04,60.200001,60.220001,59.740002,59.799999,56800,59.799999
2015-12-03,60.970001,60.970001,59.900002,60.240002,41600,60.240002
2015-12-02,60.41,60.630001,60.049999,60.59,84800,60.59
2015-12-01,59.970001,60.580002,59.900002,60.43,51500,60.43
2015-11-30,59.900002,60.209999,59.540001,59.880001,116400,59.880001
2015-11-27,60.52,60.52,59.73,59.860001,42200,59.860001
2015-11-25,60.290001,60.740002,60.200001,60.57,59700,60.57
2015-11-24,59.939999,60.959999,59.939999,60.150002,35000,60.150002
2015-11-23,60.73,60.790001,60.18,60.450001,26900,60.450001
2015-11-20,61.029999,61.310001,60.830002,60.919998,40100,60.919998
2015-11-19,60.700001,61.209999,60.59,60.990002,39700,60.990002
2015-11-18,60.040001,60.700001,59.84,60.700001,40300,60.700001
2015-11-17,60.50,60.57,59.790001,59.91,84400,59.91
2015-11-16,60.279999,60.549999,59.779999,60.41,40300,60.41
2015-11-13,61.110001,61.34,60.450001,60.68,74400,60.68
2015-11-12,61.369999,62.02,60.98,61.419998,49200,61.419998
2015-11-11,62.330002,62.59,61.84,61.98,22600,61.98
2015-11-10,61.27,62.27,61.27,62.00,37700,62.00
2015-11-09,61.959999,62.189999,61.189999,61.77,53200,61.77
2015-11-06,62.439999,62.720001,62.119999,62.299999,42900,62.299999
2015-11-05,62.369999,63.029999,62.360001,62.580002,49800,62.580002
2015-11-04,64.169998,64.269997,62.459999,62.759998,61300,62.759998
2015-11-03,63.419998,64.129997,63.419998,64.129997,51400,64.129997
2015-11-02,63.490002,63.98,62.93,63.700001,65700,63.700001
2015-10-30,63.880001,63.880001,63.110001,63.43,44800,63.43
2015-10-29,64.169998,64.339996,63.650002,64.129997,50000,64.129997
2015-10-28,64.580002,65.120003,64.080002,64.599998,92400,64.599998
2015-10-27,64.459999,64.580002,64.019997,64.519997,62800,64.519997
2015-10-26,65.110001,65.309998,64.50,65.019997,45700,65.019997
2015-10-23,65.040001,65.440002,64.900002,65.190002,141200,65.190002
2015-10-22,63.75,64.82,63.75,64.739998,46300,64.739998
2015-10-21,62.830002,63.970001,62.830002,63.849998,88500,63.849998
2015-10-20,63.669998,63.669998,61.709999,63.119999,84800,63.119999
2015-10-19,64.290001,64.519997,63.700001,63.849998,34300,63.849998
2015-10-16,65.209999,65.449997,64.690002,65.160004,25100,65.160004
2015-10-15,65.00,65.300003,64.860001,65.279999,43700,65.279999
2015-10-14,64.50,65.199997,64.199997,64.440002,29600,64.440002
2015-10-13,65.389999,65.480003,64.400002,64.580002,52800,64.580002
2015-10-12,65.379997,66.540001,65.339996,66.360001,28700,66.360001
2015-10-09,65.849998,65.93,65.089996,65.559998,47300,65.559998
2015-10-08,64.959999,65.730003,64.599998,65.720001,47600,65.720001
2015-10-07,65.489998,65.900002,64.959999,65.440002,71700,65.440002
2015-10-06,64.709999,65.690002,64.620003,65.550003,81600,65.550003
2015-10-05,64.529999,64.959999,64.099998,64.68,54800,64.68
2015-10-02,61.689999,64.050003,61.400002,63.950001,62500,63.950001
2015-10-01,63.00,63.00,62.080002,62.240002,51400,62.240002
2015-09-30,62.09,62.84,62.040001,62.799999,32300,62.799999
2015-09-29,61.200001,61.720001,60.98,61.650002,29800,61.650002
2015-09-28,61.50,61.50,60.720001,60.810001,67400,60.810001
2015-09-25,62.66,63.02,61.93,62.02,48500,62.02
2015-09-24,60.77,62.73,60.619999,62.73,134700,62.73
2015-09-23,62.330002,62.799999,61.240002,61.360001,34300,61.360001
2015-09-22,62.580002,62.580002,62.060001,62.25,28000,62.25
2015-09-21,64.900002,64.959999,63.16,63.310001,91400,63.310001
2015-09-18,64.580002,65.00,64.230003,65.00,43700,65.00
2015-09-17,65.32,65.669998,64.510002,65.129997,33000,65.129997
2015-09-16,64.830002,65.339996,64.550003,65.199997,63100,65.199997
2015-09-15,64.089996,65.089996,63.970001,64.50,23300,64.50
